
Configuration FH_rang_c=0.945_n=100
Run# NI F_found I_min NI_I_min I_max NI_I_max I_avg GR_early GR_avg GR_late NI_GE_late s_min NI_s_min s_max NI_s_max s_avg RR_min NI_RR_min RR_max NI_RR_max RR_avg Teta_min NI_Teta_min Teta_max NI_Teta_max Teta_avg
3 9 5000 0.175863 9 0.596781 6 0.412789 2 1.71189 1.89655 6 57.33 9 543.41 6 273.42 0.66 4 0.76 9 0.692222 0.24 9 0.34 4 0.307778
4 10 5000 0.175863 10 0.5127 6 0.380681 2 1.6297 1.52174 7 57.33 10 466.97 7 242.893 0.62 6 0.78 10 0.691 0.22 10 0.38 6 0.309
5 9 5000 0.294884 9 0.483349 8 0.413244 2 1.7012 1.48936 7 142.59 2 449.33 7 266.179 0.65 3 0.72 9 0.676667 0.28 9 0.35 3 0.323333
6 9 5000 0.25257 9 0.523766 7 0.414456 2 1.70771 1.7 6 116.62 9 512.05 7 270.317 0.65 1 0.7 4 0.677778 0.3 4 0.35 1 0.322222
7 9 5000 0.274334 9 0.527796 7 0.396082 2 1.69949 1.59091 7 141.61 9 532.63 7 267.54 0.61 3 0.72 1 0.668889 0.28 1 0.39 3 0.331111
8 10 5000 0.100504 10 0.592972 7 0.390827 2 1.62535 1.675 7 16.17 10 541.94 7 243.775 0.64 7 0.75 10 0.696 0.25 10 0.36 7 0.304
9 9 5000 0.314004 9 0.52191 7 0.417036 2 1.70813 1.64516 6 134.75 1 486.08 7 268.52 0.63 4 0.75 8 0.692222 0.25 8 0.37 4 0.307778
10 10 5000 0.142857 10 0.555134 7 0.38986 2 1.63034 1.58696 7 36.26 10 521.85 7 242.942 0.65 2 0.8 10 0.687 0.2 10 0.35 2 0.313




Configuration FHD_tour_t=4_n=100_delta=50
Run# NI F_found I_min NI_I_min I_max NI_I_max I_avg GR_early GR_avg GR_late NI_GE_late s_min NI_s_min s_max NI_s_max s_avg RR_min NI_RR_min RR_max NI_RR_max RR_avg Teta_min NI_Teta_min Teta_max NI_Teta_max Teta_avg
1 5 5000 0.175863 5 1.09704 3 0.771048 4 2.84641 3.4375 3 58.8 5 829.57 4 478.436 0.46 3 0.7 5 0.524 0.3 5 0.54 3 0.476
2 5 5000 0.294884 5 0.960937 1 0.784328 3.75 2.77628 2.04444 4 148.96 5 910.91 4 484.12 0.44 1 0.63 5 0.512 0.37 5 0.56 1 0.488
3 5 5000 0.294864 5 1.01192 3 0.781852 3.5 2.78031 1.95745 4 153.86 5 894.25 4 492.156 0.46 1 0.63 5 0.508 0.37 5 0.54 1 0.492
4 5 5000 0.274352 5 0.968566 1 0.786004 4 2.80255 1.9375 4 133.77 5 879.06 4 485.786 0.44 2 0.7 5 0.522 0.3 5 0.56 2 0.478
5 5 5000 0.274352 5 0.954838 3 0.779715 3.75 2.78273 2.02174 4 126.91 5 895.72 4 479.122 0.48 1 0.7 5 0.534 0.3 5 0.52 1 0.466
6 5 5000 0.204124 5 1.00711 3 0.79013 4 2.8223 3.1875 3 76.44 5 871.22 4 486.57 0.44 1 0.65 5 0.516 0.35 5 0.56 1 0.484
7 5 5000 0.229416 5 1.05291 3 0.756606 4 2.83152 3.3125 3 100.45 5 852.6 4 481.572 0.43 1 0.69 5 0.506 0.31 5 0.57 1 0.494
8 5 5000 0.228823 5 1.02626 3 0.79089 4 2.81553 3.125 3 83.79 5 830.55 4 487.55 0.42 1 0.7 5 0.51 0.3 5 0.58 1 0.49
9 5 5000 0.142405 5 1.00435 3 0.784741 4 2.82108 3.125 3 37.24 5 903.07 4 483.336 0.44 2 0.65 5 0.508 0.35 5 0.56 2 0.492
10 5 5000 0.204124 5 1.01601 3 0.787093 4 2.8223 3.1875 3 72.52 5 857.01 4 485.884 0.46 2 0.72 5 0.532 0.28 5 0.54 2 0.468




Configuration FHD_tour_t=5_n=100_delta=50
Run# NI F_found I_min NI_I_min I_max NI_I_max I_avg GR_early GR_avg GR_late NI_GE_late s_min NI_s_min s_max NI_s_max s_avg RR_min NI_RR_min RR_max NI_RR_max RR_avg Teta_min NI_Teta_min Teta_max NI_Teta_max Teta_avg
1 4 5000 0.608146 4 1.2886 3 0.968763 4.2 3.51151 3.47619 3 349.86 1 1056.93 3 598.045 0.36 3 0.58 4 0.4475 0.42 4 0.64 3 0.5525
2 4 5000 0.51558 4 1.26629 3 1.00794 5 3.60646 3.16 3 385.63 1 1074.08 3 605.15 0.37 2 0.61 4 0.4475 0.39 4 0.63 2 0.5525
3 5 5000 0.100504 5 1.21076 3 0.799145 4.6 3.02804 3.17391 3 19.11 5 1033.41 3 492.156 0.39 3 0.72 5 0.51 0.28 5 0.61 3 0.49
4 4 5000 0.561951 4 1.23577 3 0.995998 4.8 3.57061 3.16667 3 387.1 1 1053.99 3 607.232 0.4 1 0.64 4 0.465 0.36 4 0.6 1 0.535
5 4 5000 0.592253 4 1.23963 3 0.991974 4.6 3.54219 3.21739 3 353.78 1 1030.47 3 598.903 0.38 2 0.61 4 0.455 0.39 4 0.62 2 0.545
6 4 5000 0.717627 4 1.17658 3 0.981248 4 3.45379 3.3 3 369.95 1 941.29 3 608.213 0.4 1 0.56 4 0.45 0.44 4 0.6 1 0.55
7 5 5000 0.100504 5 1.18258 3 0.771743 4.6 3.02311 3.13043 3 20.09 5 1034.88 3 481.572 0.41 3 0.64 5 0.494 0.36 5 0.59 3 0.506
8 4 5000 0.544959 4 1.29251 3 1.01541 4.8 3.57676 3.20833 3 376.81 1 1093.68 3 609.438 0.37 2 0.62 4 0.45 0.38 4 0.63 2 0.55
9 4 5000 0.69904 4 1.17987 3 0.992682 4.2 3.47075 3.19048 3 356.72 1 957.95 3 604.17 0.38 1 0.53 4 0.45 0.47 4 0.62 1 0.55
10 4 5000 0.577085 4 1.30822 3 1.00221 4.4 3.53561 3.40909 3 383.67 1 1066.73 3 607.355 0.4 2 0.64 4 0.4675 0.36 4 0.6 2 0.5325




Configuration FHD_tour_t=2_n=500_delta=50
Run# NI F_found I_min NI_I_min I_max NI_I_max I_avg GR_early GR_avg GR_late NI_GE_late s_min NI_s_min s_max NI_s_max s_avg RR_min NI_RR_min RR_max NI_RR_max RR_avg Teta_min NI_Teta_min Teta_max NI_Teta_max Teta_avg
1 12 5000 0.135388 12 0.523195 1 0.400861 2 1.718 1.65104 9 31.752 12 454.23 9 205.106 0.652 5 0.754 12 0.680167 0.246 12 0.348 5 0.319833
2 12 5000 0.156813 12 0.53841 1 0.398898 2 1.71741 1.64021 9 42.336 12 447.958 9 204.387 0.652 1 0.738 12 0.680167 0.262 12 0.348 1 0.319833
3 12 5000 0.135388 12 0.511751 1 0.40015 2 1.72056 1.57073 9 30.87 12 424.83 9 203.865 0.65 6 0.738 12 0.6815 0.262 12 0.35 6 0.3185
4 13 5000 0.0447661 13 0.535052 1 0.362869 2 1.66395 1.58291 9 3.626 13 443.548 10 188.1 0.648 3 0.758 12 0.684923 0.242 12 0.352 3 0.315077
5 12 5000 0.135388 12 0.526948 1 0.394472 2 1.72056 1.59314 9 32.634 12 450.212 9 203.603 0.652 6 0.766 12 0.685667 0.234 12 0.348 6 0.314333
6 12 5000 0.169725 12 0.520148 1 0.400179 2 1.71854 1.63265 9 49.392 12 452.662 9 204.346 0.662 5 0.736 12 0.6825 0.264 12 0.338 5 0.3175
7 13 5000 0.0447661 13 0.555442 1 0.362154 2 1.66595 1.59804 9 3.724 13 458.248 9 187.851 0.65 1 0.752 13 0.69 0.248 13 0.35 1 0.31
8 12 5000 0.0898027 12 0.533673 1 0.404312 2 1.72392 1.56364 9 12.936 12 451.584 9 202.762 0.644 6 0.744 12 0.678167 0.256 12 0.356 6 0.321833
9 12 5000 0.110208 12 0.532377 1 0.397218 2 1.71946 1.55721 9 21.168 12 448.644 10 205.081 0.652 5 0.748 12 0.683833 0.252 12 0.348 5 0.316167
10 12 5000 0.149983 12 0.521005 2 0.400459 2 1.71713 1.58549 9 38.808 12 450.996 10 203.652 0.654 2 0.76 12 0.679833 0.24 12 0.346 2 0.320167




Configuration FHD_tour_t=4_n=500_delta=50
Run# NI F_found I_min NI_I_min I_max NI_I_max I_avg GR_early GR_avg GR_late NI_GE_late s_min NI_s_min s_max NI_s_max s_avg RR_min NI_RR_min RR_max NI_RR_max RR_avg Teta_min NI_Teta_min Teta_max NI_Teta_max Teta_avg
1 6 5000 0.365769 6 0.986829 5 0.828675 4 3.06935 2.205 5 208.152 6 867.006 5 410.212 0.46 1 0.658 6 0.502 0.342 6 0.54 1 0.498
2 6 5000 0.383109 6 1.00482 1 0.820149 4 3.06837 2.16915 5 213.248 2 853.972 5 408.774 0.448 1 0.638 6 0.499667 0.362 6 0.552 1 0.500333
3 6 5000 0.396746 6 0.97776 5 0.829813 3.75 3.0602 2.21538 5 215.404 2 843.78 5 407.729 0.452 1 0.642 6 0.498 0.358 6 0.548 1 0.502
4 7 5000 0.0447661 7 0.983636 1 0.698875 3.75 2.76575 2.17677 5 3.626 7 872.69 5 349.328 0.454 4 0.706 7 0.533714 0.294 7 0.546 4 0.466286
5 6 5000 0.325875 6 1.01218 1 0.815424 4 3.08391 2.18357 5 174.048 6 903.168 5 407.206 0.456 1 0.654 6 0.499667 0.346 6 0.544 1 0.500333
6 6 5000 0.34796 6 0.999107 1 0.8261 4 3.07701 2.20792 5 190.512 6 875.924 5 408.693 0.45 1 0.642 6 0.495667 0.358 6 0.55 1 0.504333
7 6 5000 0.386556 6 1.005 5 0.805588 3.75 3.05792 2.27749 5 204.428 2 911.792 5 407.01 0.456 1 0.664 6 0.502667 0.336 6 0.544 1 0.497333
8 6 5000 0.32549 6 0.992421 4 0.828646 4 3.09563 2.09259 5 158.76 6 837.312 5 405.524 0.462 2 0.65 6 0.508333 0.35 6 0.538 2 0.491667
9 6 5000 0.372751 6 0.983353 1 0.820502 4 3.07864 2.11058 5 215.698 6 840.938 5 410.163 0.462 2 0.652 6 0.507 0.348 6 0.538 2 0.493
10 6 5000 0.379676 6 1.02849 1 0.825805 4 3.08732 2.05164 5 222.852 6 810.852 5 407.304 0.456 1 0.642 6 0.502 0.358 6 0.544 1 0.498




Configuration FHD_tour_t=5_n=500_delta=50
Run# NI F_found I_min NI_I_min I_max NI_I_max I_avg GR_early GR_avg GR_late NI_GE_late s_min NI_s_min s_max NI_s_max s_avg RR_min NI_RR_min RR_max NI_RR_max RR_avg Teta_min NI_Teta_min Teta_max NI_Teta_max Teta_avg
1 6 5000 0.0633724 6 1.21446 4 0.843757 5 3.32813 3.30189 4 7.056 6 912.282 4 410.212 0.402 1 0.692 6 0.491333 0.308 6 0.598 1 0.508667
2 5 5000 0.598831 5 1.23928 4 0.990643 5 3.82707 3.25664 4 267.148 2 960.694 4 490.529 0.394 3 0.596 5 0.4492 0.404 5 0.606 3 0.5508
3 5 5000 0.577058 5 1.26654 4 1.00236 5 3.83656 3.28947 4 264.796 2 975.002 4 489.275 0.406 1 0.59 5 0.4512 0.41 5 0.594 1 0.5488
4 6 5000 0.0633724 6 1.19869 4 0.821696 4.8 3.32069 3.26415 4 7.252 6 932.372 4 407.549 0.41 2 0.67 6 0.486667 0.33 6 0.59 2 0.513333
5 6 5000 0.0447661 6 1.16061 4 0.824279 5 3.34615 3.10526 4 3.626 6 910.91 4 407.206 0.402 1 0.7 6 0.489667 0.3 6 0.598 1 0.510333
6 5 5000 0.577311 5 1.22721 4 0.996205 5 3.84626 3.17797 4 268.912 2 961.576 4 490.431 0.41 3 0.582 5 0.4552 0.418 5 0.59 3 0.5448
7 5 5000 0.632896 5 1.20943 4 0.975869 4.8 3.80349 3.27523 4 251.958 2 943.74 4 488.412 0.412 2 0.584 5 0.4588 0.416 5 0.588 2 0.5412
8 5 5000 0.594576 5 1.24656 4 1.00586 5 3.83037 3.23684 4 271.362 2 948.836 4 486.629 0.402 1 0.572 5 0.4504 0.428 5 0.598 1 0.5496
9 6 5000 0.0447661 6 1.23336 4 0.838171 5 3.35491 3.24779 4 3.528 6 957.166 4 410.163 0.402 1 0.684 6 0.485 0.316 6 0.598 1 0.515
10 6 5000 0.0447661 6 1.15875 1 0.831004 4.8 3.3131 3.17925 4 3.528 6 873.572 4 407.304 0.408 1 0.67 6 0.485 0.33 6 0.592 1 0.515




Configuration FHD_tour_t=2_n=1000_delta=50
Run# NI F_found I_min NI_I_min I_max NI_I_max I_avg GR_early GR_avg GR_late NI_GE_late s_min NI_s_min s_max NI_s_max s_avg RR_min NI_RR_min RR_max NI_RR_max RR_avg Teta_min NI_Teta_min Teta_max NI_Teta_max Teta_avg
1 13 5000 0.0898027 13 0.544355 1 0.401879 2 1.74286 1.59179 10 14.112 13 435.169 10 187.968 0.66 7 0.743 13 0.682154 0.257 13 0.34 7 0.317846
2 13 5000 0.0839604 13 0.538676 1 0.405037 2 1.7415 1.57531 10 11.662 13 412.335 10 188.518 0.658 4 0.736 13 0.683308 0.264 13 0.342 4 0.316692
3 13 5000 0.166552 13 0.542306 1 0.404098 2 1.73863 1.63926 10 45.276 13 429.828 10 188.073 0.654 8 0.744 13 0.678923 0.256 13 0.346 8 0.321077
4 13 5000 0.123404 13 0.55374 1 0.404363 2 1.74186 1.57178 10 25.725 13 419.146 10 187.99 0.653 1 0.756 13 0.679615 0.244 13 0.347 1 0.320385
5 13 5000 0.0898027 13 0.543291 1 0.405406 2 1.74057 1.62755 10 13.328 13 441.539 10 188.767 0.651 6 0.749 13 0.677154 0.251 13 0.349 6 0.322846
6 13 5000 0.110208 13 0.55075 1 0.398499 2 1.73895 1.60836 10 21.168 13 420.567 10 187.956 0.666 9 0.756 13 0.682769 0.244 13 0.334 9 0.317231
7 13 5000 0.100504 13 0.559916 1 0.398623 2 1.74311 1.60817 10 17.64 13 457.366 10 187.715 0.662 1 0.756 13 0.683154 0.244 13 0.338 1 0.316846
8 13 5000 0.123404 13 0.548276 1 0.408729 2 1.73992 1.63307 10 24.99 13 430.367 10 188.699 0.662 3 0.752 13 0.682231 0.248 13 0.338 3 0.317769
9 13 5000 0.123404 13 0.537812 1 0.401459 2 1.73979 1.59439 10 26.46 13 428.995 11 187.904 0.658 6 0.757 13 0.681231 0.243 13 0.342 6 0.318769
10 13 5000 0.123404 13 0.553789 1 0.404381 2 1.74198 1.57178 10 25.725 13 419.587 10 188.612 0.658 6 0.745 13 0.681308 0.255 13 0.342 6 0.318692




Configuration FHD_tour_t=4_n=1000_delta=50
Run# NI F_found I_min NI_I_min I_max NI_I_max I_avg GR_early GR_avg GR_late NI_GE_late s_min NI_s_min s_max NI_s_max s_avg RR_min NI_RR_min RR_max NI_RR_max RR_avg Teta_min NI_Teta_min Teta_max NI_Teta_max Teta_avg
1 7 5000 0.149983 7 1.01441 1 0.76767 4 2.99092 2.78355 5 38.808 7 746.221 5 349.083 0.463 2 0.665 7 0.518714 0.335 7 0.537 2 0.481286
2 7 5000 0.131507 7 1.00336 5 0.775244 4 2.98473 2.78414 5 28.322 7 745.829 5 350.105 0.455 3 0.686 7 0.510857 0.314 7 0.545 3 0.489143
3 7 5000 0.105447 7 1.0338 5 0.77217 4 2.99056 2.84649 5 18.424 7 771.799 5 349.279 0.454 1 0.672 7 0.512571 0.328 7 0.546 1 0.487429
4 7 5000 0.142857 7 1.00427 1 0.769548 4 2.98838 2.78166 5 34.3 7 750.974 5 349.125 0.467 2 0.681 7 0.516 0.319 7 0.533 2 0.484
5 7 5000 0.127515 7 1.01803 1 0.770415 4 2.98787 2.78166 5 26.656 7 760.235 5 350.567 0.468 1 0.679 7 0.514571 0.321 7 0.532 1 0.485429
6 7 5000 0.142857 7 1.01861 1 0.762605 4 2.99215 2.71915 5 35.28 7 748.279 5 349.062 0.46 2 0.683 7 0.515714 0.317 7 0.54 2 0.484286
7 7 5000 0.131507 7 1.00617 1 0.760347 4 2.98945 2.79476 5 29.988 7 761.166 5 348.614 0.455 2 0.683 7 0.518 0.317 7 0.545 2 0.482
8 7 5000 0.114766 7 1.04181 5 0.780297 4 2.98574 2.8964 5 21.658 7 760.823 5 350.441 0.459 2 0.679 7 0.508143 0.321 7 0.541 2 0.491857
9 7 5000 0.131507 7 1.01184 1 0.763533 4 2.98158 2.76106 5 29.988 7 728.434 5 348.964 0.462 1 0.688 7 0.520714 0.312 7 0.538 1 0.479286
10 7 5000 0.110208 7 1.0114 1 0.768543 4 2.98957 2.80349 5 20.58 7 757.197 5 350.28 0.459 2 0.682 7 0.513429 0.318 7 0.541 2 0.486571




Configuration FHD_tour_t=5_n=1000_delta=50
Run# NI F_found I_min NI_I_min I_max NI_I_max I_avg GR_early GR_avg GR_late NI_GE_late s_min NI_s_min s_max NI_s_max s_avg RR_min NI_RR_min RR_max NI_RR_max RR_avg Teta_min NI_Teta_min Teta_max NI_Teta_max Teta_avg
1 6 5000 0.178862 6 1.15751 1 0.90695 5 3.63658 2.0443 5 54.684 6 875.63 5 407.263 0.409 1 0.664 6 0.468 0.336 6 0.591 1 0.532
2 6 5000 0.238919 6 1.17407 4 0.9189 4.8 3.62013 2.04762 5 89.964 6 832.608 5 408.456 0.403 1 0.651 6 0.461 0.349 6 0.597 1 0.539
3 6 5000 0.204115 6 1.17597 4 0.91476 5 3.62791 2.05128 5 66.738 6 849.121 5 407.492 0.408 1 0.659 6 0.464667 0.341 6 0.592 1 0.535333
4 6 5000 0.196014 6 1.16663 4 0.911652 5 3.63924 2.02311 5 63.455 6 844.368 5 407.312 0.407 1 0.674 6 0.468167 0.326 6 0.593 1 0.531833
5 6 5000 0.23889 6 1.17589 4 0.912277 4.8 3.60559 2.10222 5 90.356 6 864.703 5 408.995 0.414 4 0.67 6 0.467667 0.33 6 0.586 4 0.532333
6 6 5000 0.219586 6 1.15814 1 0.904554 5 3.63058 2.03412 5 81.144 6 860.685 5 407.239 0.399 1 0.654 6 0.464667 0.346 6 0.601 1 0.535333
7 6 5000 0.238919 6 1.14968 1 0.90166 4.8 3.60088 2.1549 5 95.256 6 901.551 5 406.716 0.405 1 0.67 6 0.465333 0.33 6 0.595 1 0.534667
8 6 5000 0.21197 6 1.16383 1 0.921144 5 3.62527 2.07143 5 71.687 6 846.769 5 408.848 0.404 2 0.646 6 0.46 0.354 6 0.596 2 0.54
9 6 5000 0.245856 6 1.15677 1 0.907324 4.8 3.61147 2.08628 5 100.548 6 869.603 5 407.125 0.401 1 0.633 6 0.4645 0.367 6 0.599 1 0.5355
10 6 5000 0.193245 6 1.16254 1 0.912104 5 3.6364 2.02947 5 61.789 6 856.912 5 408.66 0.406 3 0.664 6 0.461167 0.336 6 0.594 3 0.538833




Configuration FHD_rang_c=0.945_n=100_delta=150
Run# NI F_found I_min NI_I_min I_max NI_I_max I_avg GR_early GR_avg GR_late NI_GE_late s_min NI_s_min s_max NI_s_max s_avg RR_min NI_RR_min RR_max NI_RR_max RR_avg Teta_min NI_Teta_min Teta_max NI_Teta_max Teta_avg
1 4 100 0.484297 4 1.15259 3 0.955549 4.83333 3.71525 2.7931 3 1069.82 1 3199.03 3 1818.55 0.47 2 0.5 1 0.4825 0.5 1 0.53 2 0.5175
2 5 100 0.100504 5 1.19348 3 0.808973 5 3.07055 3.04 3 56.62 5 3108.14 3 1472.12 0.48 2 0.49 1 0.482 0.51 1 0.52 2 0.518
3 5 100 0.100504 5 1.1932 3 0.808535 5 3.07055 3.04 3 58.11 5 3178.17 3 1496.56 0.47 1 0.48 2 0.478 0.52 2 0.53 1 0.522
4 5 100 0.100504 5 1.15602 3 0.799313 4.83333 3.17175 2.7931 3 58.11 5 3188.6 3 1477.19 0.48 2 0.49 1 0.482 0.51 1 0.52 2 0.518
5 4 100 0.483658 4 1.1669 2 0.977633 4.83333 3.71525 2.7931 3 1084.72 4 3178.17 3 1821.15 0.47 2 0.5 1 0.4825 0.5 1 0.53 2 0.5175
6 5 100 0.100504 5 1.19275 3 0.798962 5 3.07055 3.04 3 58.11 5 3155.82 3 1479.57 0.48 2 0.52 1 0.488 0.48 1 0.52 2 0.512
7 6 100 0 5 1.15359 3 0.644802 4.83333 2.80979 2.7931 3 0 5 3309.29 3 1220.31 0.46 1 0.49 5 0.476667 0.51 5 0.54 1 0.523333
8 5 100 0.100504 5 1.20555 2 0.811364 4.83333 3.17175 2.7931 3 58.11 5 3179.66 3 1482.55 0.45 1 0.48 2 0.474 0.52 2 0.55 1 0.526
9 5 100 0.100504 5 1.20555 3 0.808757 5 3.07055 3.04 3 52.15 5 3181.15 3 1469.74 0.48 2 0.49 1 0.482 0.51 1 0.52 2 0.518
10 5 100 0.100504 5 1.19597 3 0.807622 5 3.07055 3.04 3 55.13 5 3085.79 3 1477.48 0.47 2 0.49 1 0.48 0.51 1 0.53 2 0.52




Configuration FHD_rang_c=0.955_n=100_delta=150
Run# NI F_found I_min NI_I_min I_max NI_I_max I_avg GR_early GR_avg GR_late NI_GE_late s_min NI_s_min s_max NI_s_max s_avg RR_min NI_RR_min RR_max NI_RR_max RR_avg Teta_min NI_Teta_min Teta_max NI_Teta_max Teta_avg
1 5 100 0.27434 5 1.01108 3 0.761551 4.25 2.84479 3.17647 3 418.69 5 2376.55 3 1454.84 0.54 2 0.56 1 0.546 0.44 1 0.46 2 0.454
2 5 100 0.274271 5 1.04925 3 0.787846 4.25 2.85029 3.23529 3 402.3 5 2425.72 3 1472.12 0.53 1 0.55 3 0.54 0.45 3 0.47 1 0.46
3 6 100 0.100504 6 1.05875 3 0.663153 4.25 2.5418 3.23529 3 58.11 6 2513.63 3 1247.13 0.53 3 0.55 1 0.541667 0.45 1 0.47 3 0.458333
4 5 100 0.229305 5 1.06004 3 0.778813 4.2 2.95211 3 3 295.02 5 2671.57 3 1477.19 0.53 2 0.54 1 0.538 0.46 1 0.47 2 0.462
5 6 100 0.100504 6 1.03958 3 0.661504 4.25 2.53722 3.17647 3 55.13 6 2413.8 3 1214.1 0.54 1 0.55 5 0.541667 0.45 5 0.46 1 0.458333
6 6 100 0.100504 6 1.02184 3 0.664709 4.25 2.53606 3.17647 3 58.11 6 2385.49 3 1232.97 0.53 1 0.55 3 0.538333 0.45 3 0.47 1 0.461667
7 5 100 0.204021 5 1.05328 3 0.749673 4.2 2.9531 3 3 248.83 5 2747.56 3 1464.37 0.53 3 0.54 1 0.538 0.46 1 0.47 3 0.462
8 6 100 0.100504 6 1.09652 3 0.679454 4.25 2.5418 3.23529 3 49.17 6 2576.21 3 1235.46 0.53 2 0.54 1 0.538333 0.46 1 0.47 2 0.461667
9 5 100 0.228887 5 1.07584 3 0.779342 4.2 2.95211 3 3 269.69 5 2756.5 3 1469.74 0.51 1 0.55 2 0.536 0.45 2 0.49 1 0.464
10 5 100 0.204067 5 1.06909 3 0.788252 4.2 2.9531 3 3 223.5 5 2661.14 3 1477.48 0.52 1 0.54 4 0.532 0.46 4 0.48 1 0.468




Configuration FHD_rang_c=0.979_n=100_delta=150
Run# NI F_found I_min NI_I_min I_max NI_I_max I_avg GR_early GR_avg GR_late NI_GE_late s_min NI_s_min s_max NI_s_max s_avg RR_min NI_RR_min RR_max NI_RR_max RR_avg Teta_min NI_Teta_min Teta_max NI_Teta_max Teta_avg
1 11 100 0 10 0.529785 1 0.328251 2.33333 1.63904 1.75 5 0 10 1516.82 5 661.289 0.75 1 0.76 2 0.750909 0.24 2 0.25 1 0.249091
2 11 100 0 10 0.542598 1 0.334054 2.33333 1.6404 1.72727 5 0 10 1531.72 5 669.145 0.74 1 0.77 2 0.75 0.23 2 0.26 1 0.25
3 11 100 0.0653206 10 0.5231 6 0.348377 2 1.59615 1.64103 6 58.11 10 1551.09 6 680.253 0.73 1 0.75 3 0.745455 0.25 3 0.27 1 0.254545
4 10 100 0.100504 10 0.529395 5 0.374237 2.5 1.67497 1.53191 6 58.11 10 1531.72 6 738.593 0.74 3 0.76 1 0.75 0.24 1 0.26 3 0.25
5 10 100 0.142747 10 0.541492 5 0.381418 2 1.65738 1.625 6 114.73 10 1516.82 6 728.461 0.74 1 0.76 3 0.747 0.24 3 0.26 1 0.253
6 10 100 0.100504 10 0.51 5 0.36024 2.33333 1.69938 1.74194 5 71.52 10 1494.47 6 739.785 0.75 4 0.78 2 0.757 0.22 2 0.25 4 0.243
7 10 100 0.100504 10 0.520379 5 0.3605 2.5 1.67745 1.52083 6 61.09 10 1574.93 6 732.186 0.74 3 0.78 1 0.752 0.22 1 0.26 3 0.248
8 12 100 0 10 0.559864 1 0.308574 2.33333 1.58592 1.75 5 0 10 1574.93 5 617.729 0.72 1 0.77 4 0.75 0.23 4 0.28 1 0.25
9 10 100 0.100504 10 0.536829 5 0.367305 2.33333 1.70474 1.72727 5 52.15 10 1564.5 5 734.868 0.73 1 0.76 2 0.748 0.24 2 0.27 1 0.252
10 11 100 0.0695243 10 0.525663 6 0.350709 2 1.59645 1.64103 6 55.13 10 1525.76 6 671.584 0.73 1 0.77 2 0.751818 0.23 2 0.27 1 0.248182




Configuration FHD_rang_c=0.945_n=500_delta=150
Run# NI F_found I_min NI_I_min I_max NI_I_max I_avg GR_early GR_avg GR_late NI_GE_late s_min NI_s_min s_max NI_s_max s_avg RR_min NI_RR_min RR_max NI_RR_max RR_avg Teta_min NI_Teta_min Teta_max NI_Teta_max Teta_avg
1 3 100 0.527948 3 3.20254 2 1.97815 14.4815 14.2534 14.4815 2 1172.33 3 4486.69 2 2494.76 0.154 3 0.156 1 0.155333 0.844 1 0.846 3 0.844667
2 3 100 0.524841 3 3.22988 2 1.96706 14.5185 14.2647 14.5185 2 1166.07 3 4506.36 2 2486.02 0.15 1 0.152 2 0.151333 0.848 2 0.85 1 0.848667
3 3 100 0.524763 3 3.21896 2 1.95976 14.5185 14.2647 14.5185 2 1131.8 3 4546.29 2 2479.66 0.154 2 0.16 1 0.156 0.84 1 0.846 2 0.844
4 3 100 0.524821 3 3.24711 2 1.97348 14.5185 14.2647 14.5185 2 1199.45 3 4540.63 2 2478.57 0.152 2 0.156 1 0.154 0.844 1 0.848 2 0.846
5 3 100 0.527976 3 3.22191 2 1.97025 14.4815 14.2534 14.4815 2 1203.62 3 4466.13 2 2476.48 0.154 1 0.154 1 0.154 0.846 1 0.846 1 0.846
6 3 100 0.524872 3 3.22343 2 1.97516 14.5185 14.2647 14.5185 2 1159.82 3 4516.79 2 2485.52 0.154 2 0.156 1 0.154667 0.844 1 0.846 2 0.845333
7 3 100 0.524889 3 3.21274 2 1.9536 14.5185 14.2647 14.5185 2 1223.29 3 4489.37 2 2475.29 0.154 2 0.158 1 0.155333 0.842 1 0.846 2 0.844667
8 3 100 0.505452 3 3.23349 2 1.9769 14.2143 14.4902 14.2143 2 1030.78 3 4524.83 2 2466.25 0.152 1 0.154 3 0.152667 0.846 3 0.848 1 0.847333
9 3 100 0.527932 3 3.21983 2 1.96951 14.4815 14.2534 14.4815 2 1177.4 3 4534.07 2 2494.46 0.154 2 0.156 1 0.154667 0.844 1 0.846 2 0.845333
10 3 100 0.527942 3 3.22471 2 1.99574 14.4815 14.2534 14.4815 2 1177.1 3 4439.31 2 2477.08 0.154 1 0.156 2 0.154667 0.844 2 0.846 1 0.845333




Configuration FHD_rang_c=0.955_n=500_delta=150
Run# NI F_found I_min NI_I_min I_max NI_I_max I_avg GR_early GR_avg GR_late NI_GE_late s_min NI_s_min s_max NI_s_max s_avg RR_min NI_RR_min RR_max NI_RR_max RR_avg Teta_min NI_Teta_min Teta_max NI_Teta_max Teta_avg
1 3 100 0.727261 3 2.94909 2 1.91705 14.2174 12.9155 14.2174 2 1718.27 1 3901.42 2 2494.76 0.176 1 0.18 3 0.178 0.82 3 0.824 1 0.822
2 3 100 0.756344 3 2.95624 2 1.90371 14.4545 12.6756 14.4545 2 1662.54 1 3818.87 2 2486.02 0.178 2 0.182 1 0.18 0.818 1 0.822 2 0.82
