
Configuration FH_rang_c=0.945_n=100
Run# NI F_found I_min NI_I_min I_max NI_I_max I_avg GR_early GR_avg GR_late NI_GE_late s_min NI_s_min s_max NI_s_max s_avg RR_min NI_RR_min RR_max NI_RR_max RR_avg Teta_min NI_Teta_min Teta_max NI_Teta_max Teta_avg
10 3 26.2144 0.217072 3 1.16188 1 0.607149 17.3636 24.4703 17.3636 2 4.5e-006 3 9.13771 1 3.05102 0.089 2 0.091 1 0.0895 0.909 1 0.911 2 0.9105




Configuration X^C_rang_c=0.955_n=1000_const=2
Run# NI F_found I_min NI_I_min I_max NI_I_max I_avg GR_early GR_avg GR_late NI_GE_late s_min NI_s_min s_max NI_s_max s_avg RR_min NI_RR_min RR_max NI_RR_max RR_avg Teta_min NI_Teta_min Teta_max NI_Teta_max Teta_avg
1 3 26.2144 0.354593 3 1.18659 1 0.702627 19.4222 21.8555 19.4222 2 5.28e-005 3 9.13055 1 3.05594 0.103 1 0.105 2 0.1045 0.895 2 0.897 1 0.8955
2 3 26.2144 0.299325 3 1.1858 1 0.652861 19.4222 21.8555 19.4222 2 1.77e-005 3 9.3066 1 3.11295 0.101 1 0.105 2 0.104 0.895 2 0.899 1 0.896
3 3 26.2144 0.377964 3 1.1275 1 0.652931 19.4444 21.8624 19.4444 2 1.25e-005 3 8.57272 1 2.86401 0.101 1 0.105 3 0.10375 0.895 3 0.899 1 0.89625
4 3 26.2144 0.37969 3 1.1373 1 0.664568 19.4222 21.8555 19.4222 2 1.26e-005 3 8.97651 1 2.99904 0.104 4 0.105 1 0.10475 0.895 1 0.896 4 0.89525
5 3 26.2144 0.37969 3 1.11484 1 0.639311 19.4222 21.8555 19.4222 2 1.26e-005 3 8.51327 1 2.84758 0.105 1 0.105 1 0.105 0.895 1 0.895 1 0.895
6 3 26.2144 0.37969 3 1.12319 1 0.675256 19.4222 21.8555 19.4222 2 1.26e-005 3 8.71254 1 2.91177 0.105 1 0.105 1 0.105 0.895 1 0.895 1 0.895
7 3 26.2144 0.261488 3 1.13569 1 0.606556 19.4222 21.8555 19.4222 2 1.92e-005 3 9.13409 1 3.05168 0.105 2 0.107 1 0.1055 0.893 1 0.895 2 0.8945
8 3 26.2144 0.378673 3 1.12107 1 0.685784 19.4222 21.8555 19.4222 2 0.0001141 3 8.61088 1 2.88071 0.099 1 0.105 2 0.1035 0.895 2 0.901 1 0.8965
9 3 26.2144 0.299325 3 1.09853 1 0.638445 19.4222 21.8555 19.4222 2 1.77e-005 3 8.54732 1 2.85793 0.103 1 0.105 2 0.1045 0.895 2 0.897 1 0.8955
10 3 26.2144 0.377964 3 1.1609 1 0.66306 19.4444 21.8624 19.4444 2 1.25e-005 3 9.13001 1 3.05102 0.104 1 0.105 3 0.1045 0.895 3 0.896 1 0.8955




Configuration X^C_rang_c=0.979_n=1000_const=2
Run# NI F_found I_min NI_I_min I_max NI_I_max I_avg GR_early GR_avg GR_late NI_GE_late s_min NI_s_min s_max NI_s_max s_avg RR_min NI_RR_min RR_max NI_RR_max RR_avg Teta_min NI_Teta_min Teta_max NI_Teta_max Teta_avg
1 4 26.2144 0.0316386 4 1.16903 1 0.526535 17.1429 10.4797 2.775 3 4e-007 4 8.99542 1 2.29196 0.191 2 0.192 1 0.1912 0.808 1 0.809 2 0.8088
2 4 26.2144 0.0316386 4 1.1715 1 0.532268 17.1429 10.4797 2.775 3 1e-007 4 9.19436 1 2.33472 0.191 1 0.192 3 0.1914 0.808 3 0.809 1 0.8086
3 3 26.2144 0.310586 3 1.11526 1 0.615212 17.1429 13.6402 2.77778 3 0.0001694 3 8.47966 1 2.86401 0.191 2 0.192 1 0.19125 0.808 1 0.809 2 0.80875
4 3 26.2144 0.334771 3 1.12559 1 0.628268 17.1429 13.6402 2.77778 3 0.0001991 3 8.88406 1 2.99904 0.191 2 0.192 1 0.19125 0.808 1 0.809 2 0.80875
5 4 26.2144 0.0316386 4 1.10323 1 0.489748 17.1429 10.4797 2.775 3 1e-007 4 8.42464 1 2.13568 0.191 2 0.192 1 0.1912 0.808 1 0.809 2 0.8088
6 4 26.2144 0.0316386 4 1.11179 1 0.435891 17.0952 10.4697 2.78273 3 1e-007 4 8.62408 1 2.18383 0.188 1 0.191 2 0.1904 0.809 2 0.812 1 0.8096
7 3 26.2144 0.422847 2 1.12413 1 0.760481 17.0952 13.6269 2.78552 3 0.0003773 3 9.04112 1 3.05168 0.19 1 0.191 2 0.19075 0.809 2 0.81 1 0.80925
8 4 26.2144 0.0316386 4 1.10635 1 0.572915 17.1429 10.4797 2.775 3 9e-007 4 8.49774 1 2.16053 0.189 1 0.192 2 0.1908 0.808 2 0.811 1 0.8092
9 4 26.2144 0.0316386 4 1.08676 1 0.548043 17.0952 10.4697 2.78273 3 1e-007 4 8.45576 1 2.14344 0.191 1 0.191 1 0.191 0.809 1 0.809 1 0.809
10 4 26.2144 0.0316386 4 1.148 1 0.460922 17.0952 10.4697 2.78273 3 1e-007 4 9.0285 1 2.28826 0.191 2 0.194 1 0.1916 0.806 1 0.809 2 0.8084




Configuration X^C_tour_t=2_n=100_const=2
Run# NI F_found I_min NI_I_min I_max NI_I_max I_avg GR_early GR_avg GR_late NI_GE_late s_min NI_s_min s_max NI_s_max s_avg RR_min NI_RR_min RR_max NI_RR_max RR_avg Teta_min NI_Teta_min Teta_max NI_Teta_max Teta_avg
1 10 26.2144 0.100504 10 0.55756 1 0.34617 2 1.6359 1.72414 6 1e-006 10 4.23612 1 0.818089 0.66 1 0.77 10 0.7 0.23 10 0.34 1 0.3
2 9 26.2144 0.229416 9 0.54199 1 0.4194 2 1.70391 1.58696 7 0.000605 9 4.24111 1 0.890545 0.63 6 0.75 10 0.687 0.25 10 0.37 6 0.313
3 10 26.2144 0.175863 10 0.571131 2 0.374754 2 1.63007 1.52174 7 7.5e-005 10 3.88775 1 0.773368 0.65 1 0.77 11 0.688182 0.23 11 0.35 1 0.311818
4 9 26.2144 0.177677 8 0.520924 2 0.369093 2 1.70564 1.54167 7 9.6e-005 9 4.31341 1 1.13119 0.63 4 0.8 10 0.691 0.2 10 0.37 4 0.309
5 10 26.2144 0.100504 10 0.584092 1 0.436933 2 1.63653 1.7 6 0.001444 10 4.8288 1 1.06339 0.66 1 0.74 9 0.693636 0.26 9 0.34 1 0.306364
6 10 26.2144 0.100504 10 0.590584 1 0.387624 2 1.62871 1.55556 7 4.9e-005 10 4.76314 1 1.07342 0.67 5 0.74 10 0.692727 0.26 10 0.33 5 0.307273
7 10 26.2144 0.100504 10 0.600439 1 0.337902 2 1.63556 1.75862 6 1e-006 10 5.33343 1 1.0114 0.65 1 0.79 11 0.702727 0.21 11 0.35 1 0.297273
8 9 26.2144 0.274352 9 0.599639 1 0.425207 2 1.70201 1.45833 7 0.000175 9 4.80412 1 0.914378 0.65 4 0.77 9 0.686 0.23 9 0.35 4 0.314
9 9 26.2144 0.172949 9 0.617232 1 0.404872 2 1.69975 1.41304 7 0.000703 9 4.12705 1 0.765382 0.63 1 0.72 3 0.685 0.28 3 0.37 1 0.315
10 10 26.2144 0.0917663 9 0.611765 1 0.361434 2 1.63705 1.75862 6 5e-005 9 4.79885 1 0.878667 0.63 6 0.76 10 0.686364 0.24 10 0.37 6 0.313636




Configuration X^C_tour_t=4_n=100_const=2
Run# NI F_found I_min NI_I_min I_max NI_I_max I_avg GR_early GR_avg GR_late NI_GE_late s_min NI_s_min s_max NI_s_max s_avg RR_min NI_RR_min RR_max NI_RR_max RR_avg Teta_min NI_Teta_min Teta_max NI_Teta_max Teta_avg
1 5 26.2144 0.252646 5 0.880578 1 0.584859 3.75 2.78943 2 4 6e-006 5 6.69028 1 1.63618 0.45 1 0.71 5 0.546667 0.29 5 0.55 1 0.453333
2 5 26.2144 0.227684 5 0.86388 1 0.545225 4 2.80636 1.97917 4 0.000797 5 6.75993 1 1.60298 0.45 1 0.7 5 0.541667 0.3 5 0.55 1 0.458333
3 5 26.2144 0.175863 5 0.913873 1 0.520085 4 2.82926 3.25 3 7.5e-005 5 6.47763 1 1.54674 0.46 1 0.69 6 0.55 0.31 6 0.54 1 0.45
4 5 26.2144 0.204124 5 0.979985 1 0.541508 3.75 2.79351 2.04255 4 6.4e-005 5 8.18926 1 2.03615 0.44 1 0.69 6 0.523333 0.31 6 0.56 1 0.476667
5 5 26.2144 0.274352 5 0.979051 1 0.716599 3.75 2.79255 1.9375 4 0.010108 5 8.094 1 2.12678 0.44 1 0.71 6 0.531667 0.29 6 0.56 1 0.468333
6 5 26.2144 0.175863 5 1.01358 1 0.564309 4 2.82408 3.1875 3 0.000147 5 8.17466 1 2.14684 0.43 2 0.66 5 0.521667 0.34 5 0.57 2 0.478333
7 5 26.2144 0.294884 5 0.963819 1 0.550301 4 2.80072 1.91667 4 8e-006 5 8.56117 1 2.02279 0.44 1 0.68 6 0.528333 0.32 6 0.56 1 0.471667
8 5 26.2144 0.175863 5 0.856842 1 0.492455 4 2.84044 3.375 3 7.5e-005 5 6.86476 1 1.64588 0.45 2 0.71 5 0.56 0.29 5 0.55 2 0.44
9 5 26.2144 0.294884 5 0.856098 1 0.601585 3.75 2.78072 2 4 0.0002 5 5.7242 1 1.37769 0.43 3 0.67 6 0.53 0.33 6 0.57 3 0.47
10 5 26.2144 0.204124 5 0.896846 1 0.508078 3.5 2.80017 1.95918 4 0.0001 5 7.03511 1 1.75733 0.41 3 0.69 5 0.531667 0.31 5 0.59 3 0.468333




Configuration X^C_tour_t=5_n=100_const=2
Run# NI F_found I_min NI_I_min I_max NI_I_max I_avg GR_early GR_avg GR_late NI_GE_late s_min NI_s_min s_max NI_s_max s_avg RR_min NI_RR_min RR_max NI_RR_max RR_avg Teta_min NI_Teta_min Teta_max NI_Teta_max Teta_avg
1 4 26.2144 0.166845 4 0.953822 1 0.626071 4.8 3.55867 3.08333 3 0.003284 4 7.24676 1 2.04522 0.42 3 0.64 5 0.498 0.36 5 0.58 3 0.502
2 5 26.2144 0.100504 5 0.91383 1 0.514754 4.2 3.02031 3.57143 3 0.000121 5 7.1508 1 1.60298 0.39 1 0.7 6 0.535 0.3 6 0.61 1 0.465
3 4 26.2144 0.340024 4 0.93253 1 0.569521 4.4 3.54968 3.5 3 0.001351 4 6.60988 1 1.93342 0.41 2 0.66 5 0.508 0.34 5 0.59 2 0.492
4 4 26.2144 0.288846 4 0.998151 1 0.591244 4.8 3.54722 3 3 0.000886 4 8.34107 1 2.54518 0.39 3 0.68 5 0.5 0.32 5 0.61 3 0.5
5 4 26.2144 0.555452 4 1.05225 1 0.762488 4.8 3.55288 3.04167 3 0.054267 4 8.69914 1 2.65848 0.37 2 0.64 5 0.486 0.36 5 0.63 2 0.514
6 4 26.2144 0.319224 4 1.09222 1 0.617125 5 3.6125 3.2 3 0.001993 4 8.8089 1 2.68355 0.4 3 0.66 5 0.498 0.34 5 0.6 3 0.502
7 4 26.2144 0.271386 4 1.04178 1 0.59021 4.4 3.52875 3.36364 3 0.002213 4 9.25365 1 2.52849 0.38 1 0.64 5 0.496 0.36 5 0.62 1 0.504
8 4 26.2144 0.403314 4 0.909575 1 0.612913 4.8 3.55288 3.04167 3 0.001734 4 7.28724 1 2.05735 0.39 2 0.58 4 0.486 0.42 4 0.61 2 0.514
9 4 26.2144 0.402549 4 0.916022 1 0.610773 4.2 3.47075 3.19048 3 0.00357 4 6.12487 1 1.72211 0.37 1 0.7 5 0.486 0.3 5 0.63 1 0.514
10 4 26.2144 0.402649 3 0.949787 1 0.578625 4.8 3.60239 3.375 3 0.000739 4 7.45039 1 2.19667 0.39 1 0.69 5 0.498 0.31 5 0.61 1 0.502




Configuration X^C_tour_t=2_n=500_const=2
Run# NI F_found I_min NI_I_min I_max NI_I_max I_avg GR_early GR_avg GR_late NI_GE_late s_min NI_s_min s_max NI_s_max s_avg RR_min NI_RR_min RR_max NI_RR_max RR_avg Teta_min NI_Teta_min Teta_max NI_Teta_max Teta_avg
1 12 26.2144 0.169725 12 0.560206 1 0.396892 2 1.7169 1.58549 9 2.52e-005 12 4.35458 1 0.729805 0.658 6 0.762 13 0.686769 0.238 13 0.342 6 0.313231
2 12 26.2144 0.135388 12 0.565289 1 0.369553 2 1.72223 1.58571 9 7.2e-006 12 4.46625 1 0.740227 0.66 8 0.76 13 0.690154 0.24 13 0.34 8 0.309846
3 12 26.2144 0.100504 12 0.567083 1 0.362236 2 1.72127 1.58937 9 1e-006 12 4.53989 1 0.750197 0.662 5 0.742 13 0.687077 0.258 13 0.338 5 0.312923
4 12 26.2144 0.127515 12 0.567091 1 0.391608 2 1.71877 1.62051 9 6.4e-006 12 4.52419 1 0.775742 0.646 1 0.758 12 0.682615 0.242 12 0.354 1 0.317385
5 12 26.2144 0.110208 12 0.546687 1 0.381339 2 1.72192 1.58654 9 4.8e-006 12 4.09672 1 0.704174 0.66 1 0.756 12 0.690923 0.244 12 0.34 1 0.309077
6 12 26.2144 0.175863 12 0.512953 1 0.370122 2 1.72033 1.52657 9 1.2e-005 12 4.05443 1 0.767158 0.656 3 0.74 13 0.685231 0.26 13 0.344 3 0.314769
7 12 26.2144 0.127515 12 0.569056 1 0.369778 2 1.71683 1.59162 9 1.6e-006 12 4.51062 1 0.751748 0.658 7 0.756 13 0.682 0.244 13 0.342 7 0.318
8 12 26.2144 0.0898027 12 0.573496 1 0.383219 2 1.72108 1.55769 9 7.2e-006 12 4.41035 1 0.739299 0.656 4 0.764 12 0.687077 0.236 12 0.344 4 0.312923
9 12 26.2144 0.169725 12 0.55284 1 0.382732 2 1.71757 1.63874 9 2.8e-006 12 4.24562 1 0.731443 0.656 5 0.764 13 0.685077 0.236 13 0.344 5 0.314923
10 12 26.2144 0.110208 12 0.552828 1 0.337712 2 1.71883 1.59596 9 1.2e-006 12 4.28818 1 0.790508 0.664 5 0.754 12 0.691692 0.246 12 0.336 5 0.308308




Configuration X^C_tour_t=4_n=500_const=2
Run# NI F_found I_min NI_I_min I_max NI_I_max I_avg GR_early GR_avg GR_late NI_GE_late s_min NI_s_min s_max NI_s_max s_avg RR_min NI_RR_min RR_max NI_RR_max RR_avg Teta_min NI_Teta_min Teta_max NI_Teta_max Teta_avg
1 6 26.2144 0.377121 5 0.872224 1 0.524191 4 3.07588 2.08654 5 0.0001188 6 6.77995 1 1.45961 0.464 1 0.664 7 0.531143 0.336 7 0.536 1 0.468857
2 6 26.2144 0.365769 6 0.890912 1 0.532483 4 3.06851 2.22727 5 4.72e-005 6 7.03894 1 1.48045 0.45 2 0.672 7 0.526571 0.328 7 0.55 2 0.473429
3 6 26.2144 0.237914 5 0.909863 1 0.514336 4 3.06338 2.17677 5 1.86e-005 6 7.28407 1 1.50039 0.452 4 0.692 7 0.526857 0.308 7 0.548 4 0.473143
4 6 26.2144 0.294375 6 0.920223 1 0.589504 3.75 3.04993 2.25789 5 8.38e-005 6 7.34143 1 1.55148 0.466 3 0.7 7 0.528 0.3 7 0.534 3 0.472
5 6 26.2144 0.35283 6 0.909168 1 0.558336 4 3.08404 2.09479 5 4.84e-005 6 6.81305 1 1.40835 0.452 1 0.68 7 0.525143 0.32 7 0.548 1 0.474857
6 6 26.2144 0.362245 6 0.924169 1 0.538242 4 3.08747 2.07512 5 4.64e-005 6 7.30472 1 1.53432 0.462 1 0.676 7 0.530857 0.324 7 0.538 1 0.469143
7 6 26.2144 0.222132 6 0.888749 1 0.536631 4 3.05933 2.17949 5 2.76e-005 6 7.04466 1 1.5035 0.444 3 0.69 7 0.527429 0.31 7 0.556 3 0.472571
8 6 26.2144 0.283558 5 0.90139 1 0.550538 4 3.07458 2.133 5 0.0001238 6 6.93195 1 1.4786 0.46 2 0.69 7 0.537143 0.31 7 0.54 2 0.462857
9 6 26.2144 0.193507 6 0.88718 1 0.516228 4 3.07566 2.14706 5 5.02e-005 6 6.81323 1 1.46289 0.45 2 0.676 7 0.526286 0.324 7 0.55 2 0.473714
10 6 26.2144 0.281972 6 0.947463 1 0.502218 4 3.07076 2.14851 5 1.54e-005 6 7.34928 1 1.58102 0.454 2 0.69 7 0.530571 0.31 7 0.546 2 0.469429




Configuration X^C_tour_t=5_n=500_const=2
Run# NI F_found I_min NI_I_min I_max NI_I_max I_avg GR_early GR_avg GR_late NI_GE_late s_min NI_s_min s_max NI_s_max s_avg RR_min NI_RR_min RR_max NI_RR_max RR_avg Teta_min NI_Teta_min Teta_max NI_Teta_max Teta_avg
1 5 26.2144 0.354653 4 0.962607 1 0.623489 5 3.82707 3.25664 4 0.0002376 5 7.48252 1 1.75153 0.41 1 0.668 6 0.488333 0.332 6 0.59 1 0.511667
2 6 26.2144 0.0447661 6 0.964305 1 0.473286 5 3.36218 3.22609 4 8e-007 6 7.6188 1 1.48045 0.382 3 0.664 6 0.508857 0.336 6 0.618 3 0.491143
3 6 26.2144 0.0633724 6 0.952116 1 0.482865 5 3.34525 3.19643 4 4e-007 6 7.62234 1 1.50039 0.404 3 0.67 6 0.512571 0.33 6 0.596 3 0.487429
4 5 26.2144 0.37945 4 0.980897 1 0.561762 5 3.82098 3.10435 4 0.000216 5 7.82548 1 1.86178 0.416 1 0.69 6 0.490667 0.31 6 0.584 1 0.509333
5 6 26.2144 0.0447661 6 0.945898 1 0.533759 5 3.36451 3.05042 4 8e-007 6 7.0883 1 1.40835 0.406 3 0.682 6 0.511429 0.318 6 0.594 3 0.488571
6 5 26.2144 0.42888 5 0.976737 1 0.586358 4.8 3.80899 3.27273 4 0.0001622 5 7.72022 1 1.84118 0.404 1 0.674 6 0.484667 0.326 6 0.596 1 0.515333
7 6 26.2144 0.0633724 6 0.971897 1 0.466129 5 3.35997 3.15517 4 4e-007 6 7.70373 1 1.5035 0.4 2 0.668 7 0.506286 0.332 7 0.6 2 0.493714
8 6 26.2144 0.0633724 6 0.973087 1 0.524531 4.4 3.29954 3.37 4 3.6e-006 6 7.48331 1 1.4786 0.404 1 0.674 7 0.504857 0.326 7 0.596 1 0.495143
9 5 26.2144 0.335452 5 0.966705 1 0.587747 5 3.79756 3.09009 4 0.0001562 5 7.42396 1 1.75546 0.416 2 0.684 6 0.49 0.316 6 0.584 2 0.51
10 6 26.2144 0.0633724 6 1.01823 1 0.470454 5 3.33311 3.16364 4 4e-007 6 7.89821 1 1.58102 0.412 3 0.686 6 0.516 0.314 6 0.588 3 0.484




Configuration X^C_tour_t=2_n=1000_const=2
Run# NI F_found I_min NI_I_min I_max NI_I_max I_avg GR_early GR_avg GR_late NI_GE_late s_min NI_s_min s_max NI_s_max s_avg RR_min NI_RR_min RR_max NI_RR_max RR_avg Teta_min NI_Teta_min Teta_max NI_Teta_max Teta_avg
1 14 26.2144 0.0316386 14 0.573249 1 0.370696 2 1.69016 1.59952 10 4e-007 14 4.41103 1 0.654845 0.655 8 0.754 14 0.687133 0.246 14 0.345 8 0.312867
2 13 26.2144 0.0839604 13 0.570402 1 0.380596 2 1.74463 1.56977 10 7e-007 13 4.47674 1 0.718374 0.652 4 0.755 14 0.6855 0.245 14 0.348 4 0.3145
3 13 26.2144 0.131507 13 0.569771 1 0.366653 2 1.74245 1.57108 10 1.7e-006 13 4.33215 1 0.660925 0.657 8 0.741 13 0.685786 0.259 13 0.343 8 0.314214
4 13 26.2144 0.0898027 13 0.547865 1 0.364274 2 1.74186 1.61538 10 8e-007 13 4.32421 1 0.692087 0.653 4 0.748 14 0.685571 0.252 14 0.347 4 0.314429
5 14 26.2144 0.0316386 14 0.559105 1 0.353015 2 1.68538 1.65946 10 1e-007 14 4.2695 1 0.610195 0.654 1 0.762 15 0.690467 0.238 15 0.346 1 0.309533
6 13 26.2144 0.131507 13 0.55631 1 0.375678 2 1.74202 1.60149 10 1.7e-006 13 4.31526 1 0.671948 0.656 4 0.753 14 0.686929 0.247 14 0.344 4 0.313071
7 13 26.2144 0.153432 13 0.569332 1 0.384207 2 1.7403 1.625 10 2.3e-006 13 4.579 1 0.704234 0.651 8 0.752 14 0.684143 0.248 14 0.349 8 0.315857
8 13 26.2144 0.100504 13 0.558033 1 0.395281 2 1.74257 1.59709 10 9e-006 13 4.28621 1 0.664778 0.658 1 0.754 13 0.685286 0.246 13 0.342 1 0.314714
9 14 26.2144 0.0316386 14 0.555431 1 0.350134 2 1.68936 1.5494 10 1e-007 14 4.32163 1 0.612413 0.656 3 0.755 15 0.6874 0.245 15 0.344 3 0.3126
10 13 26.2144 0.139169 13 0.540168 1 0.377418 2 1.74132 1.6175 10 1.9e-006 13 4.24819 1 0.704081 0.662 5 0.765 14 0.689143 0.235 14 0.338 5 0.310857




Configuration X^C_tour_t=4_n=1000_const=2
Run# NI F_found I_min NI_I_min I_max NI_I_max I_avg GR_early GR_avg GR_late NI_GE_late s_min NI_s_min s_max NI_s_max s_avg RR_min NI_RR_min RR_max NI_RR_max RR_avg Teta_min NI_Teta_min Teta_max NI_Teta_max Teta_avg
1 7 26.2144 0.114766 7 0.919669 1 0.526179 4 2.99248 2.90708 5 5.2e-006 7 7.07666 1 1.30969 0.458 3 0.698 7 0.534375 0.302 7 0.542 3 0.465625
2 7 26.2144 0.14646 7 0.918334 1 0.49071 4 2.98826 2.76087 5 2.1e-006 7 7.20744 1 1.33412 0.458 4 0.686 8 0.535875 0.314 8 0.542 4 0.464125
3 7 26.2144 0.131507 7 0.901084 1 0.498521 4 2.99345 2.84783 5 1.7e-006 7 6.85123 1 1.22743 0.461 2 0.686 8 0.53775 0.314 8 0.539 2 0.46225
4 7 26.2144 0.139169 7 0.903121 1 0.51549 4 2.98456 2.85268 5 1.9e-006 7 7.12818 1 1.2853 0.451 4 0.694 7 0.535375 0.306 7 0.549 4 0.464625
5 7 26.2144 0.135388 7 0.884243 1 0.491914 3.75 2.97464 2.91121 5 1.8e-006 7 6.75236 1 1.22039 0.46 4 0.686 7 0.5325 0.314 7 0.54 4 0.4675
6 7 26.2144 0.0839604 7 0.90562 1 0.500335 4 3.00023 2.80932 5 7e-007 7 7.02483 1 1.2479 0.466 2 0.687 7 0.5415 0.313 7 0.534 2 0.4585
7 7 26.2144 0.114766 7 0.909817 1 0.495682 3.75 2.9804 2.89041 5 1.3e-006 7 7.31745 1 1.30786 0.46 3 0.689 8 0.52975 0.311 8 0.54 3 0.47025
8 7 26.2144 0.156813 7 0.903921 1 0.540241 4 2.97953 2.79372 5 2.16e-005 7 6.94294 1 1.23459 0.454 1 0.68 7 0.536375 0.32 7 0.546 1 0.463625
9 7 26.2144 0.12017 7 0.896185 1 0.507771 4 2.98185 2.80357 5 2.2e-006 7 6.97293 1 1.22483 0.458 1 0.697 8 0.53675 0.303 8 0.542 1 0.46325
10 7 26.2144 0.160128 7 0.911907 1 0.521044 4 2.96761 2.87204 5 2.5e-006 7 7.17175 1 1.30758 0.465 1 0.691 8 0.537875 0.309 8 0.535 1 0.462125




Configuration X^C_tour_t=5_n=1000_const=2
Run# NI F_found I_min NI_I_min I_max NI_I_max I_avg GR_early GR_avg GR_late NI_GE_late s_min NI_s_min s_max NI_s_max s_avg RR_min NI_RR_min RR_max NI_RR_max RR_avg Teta_min NI_Teta_min Teta_max NI_Teta_max Teta_avg
1 6 26.2144 0.214535 6 0.995136 1 0.577357 5 3.61496 2.12444 5 1.76e-005 6 7.65736 1 1.52797 0.404 2 0.682 7 0.492 0.318 7 0.596 2 0.508
2 6 26.2144 0.21988 6 1.00607 1 0.552364 4.8 3.60626 2.12809 5 5.6e-006 6 7.89606 1 1.55648 0.397 1 0.667 7 0.488429 0.333 7 0.603 1 0.511571
3 6 26.2144 0.190445 6 0.960391 1 0.514701 5 3.62562 2.08874 5 3.5e-006 6 7.30216 1 1.432 0.402 3 0.68 7 0.496 0.32 7 0.598 3 0.504
4 6 26.2144 0.226991 6 0.97255 1 0.500751 5 3.62666 2.05844 5 4.9e-006 6 7.67618 1 1.49952 0.401 3 0.666 7 0.499429 0.334 7 0.599 3 0.500571
5 6 26.2144 0.229416 6 0.960821 1 0.493868 4.8 3.6109 2.09251 5 5e-006 6 7.33713 1 1.42379 0.398 2 0.665 7 0.491857 0.335 7 0.602 2 0.508143
6 6 26.2144 0.206768 6 0.960834 1 0.483767 5 3.64518 1.98963 5 4.1e-006 6 7.45312 1 1.45589 0.406 1 0.681 7 0.497286 0.319 7 0.594 1 0.502714
7 6 26.2144 0.184415 6 0.973715 1 0.532418 5 3.62584 2.04925 5 4.9e-006 6 7.83136 1 1.52584 0.401 4 0.68 7 0.497857 0.32 7 0.599 4 0.502143
8 6 26.2144 0.198749 6 0.957527 1 0.620447 5 3.62918 2.05556 5 3.42e-005 6 7.35468 1 1.44035 0.412 1 0.668 7 0.495429 0.332 7 0.588 1 0.504571
9 6 26.2144 0.201452 6 0.940328 1 0.538339 5 3.62762 2.06223 5 3.9e-006 6 7.31639 1 1.42896 0.406 3 0.668 7 0.493571 0.332 7 0.594 3 0.506429
10 6 26.2144 0.204124 6 0.997264 1 0.53791 5 3.63752 2.01681 5 4e-006 6 7.84305 1 1.52551 0.396 1 0.672 7 0.493 0.328 7 0.604 1 0.507




Configuration X^C_rang_c=0.945_n=100_const=4
Run# NI F_found I_min NI_I_min I_max NI_I_max I_avg GR_early GR_avg GR_late NI_GE_late s_min NI_s_min s_max NI_s_max s_avg RR_min NI_RR_min RR_max NI_RR_max RR_avg Teta_min NI_Teta_min Teta_max NI_Teta_max Teta_avg
1 5 687.195 0.100504 5 0.702747 1 0.314394 4.83333 3.16791 2.75862 3 1e-010 5 121.58 1 24.9301 0.46 1 0.49 3 0.478333 0.51 3 0.54 1 0.521667
2 5 687.195 0.100504 5 0.668278 1 0.26322 5 3.07055 3.04 3 1.4641e-006 5 120.872 1 25.0941 0.48 1 0.48 1 0.48 0.52 1 0.52 1 0.52
3 5 687.195 0.100504 5 0.645407 1 0.256325 5 3.07055 3.04 3 6.25e-008 5 101.488 1 22.0102 0.48 2 0.49 1 0.481667 0.51 1 0.52 2 0.518333
4 4 687.195 0.10056 4 0.780924 1 0.330073 4.83333 3.71525 2.7931 3 0.00370354 4 159.272 1 43.3697 0.48 1 0.48 1 0.48 0.52 1 0.52 1 0.52
5 5 687.195 0.100504 5 0.759483 1 0.324555 4.8 3.04625 3.08333 3 0.000208514 5 153.259 1 36.2854 0.48 2 0.49 1 0.483333 0.51 1 0.52 2 0.516667
6 5 687.195 0.100504 5 0.77844 1 0.290111 4.83333 3.17175 2.7931 3 2.401e-007 5 151.522 1 36.0539 0.48 2 0.5 1 0.483333 0.5 1 0.52 2 0.516667
7 5 687.195 0.100504 5 0.781454 1 0.279098 4.83333 3.17175 2.7931 3 1e-010 5 167.955 1 36.2384 0.45 1 0.48 2 0.473333 0.52 2 0.55 1 0.526667
8 5 687.195 0.100504 5 0.679555 1 0.261652 4.83333 3.17175 2.7931 3 6.25e-008 5 126.604 1 26.3821 0.48 1 0.48 1 0.48 0.52 1 0.52 1 0.52
9 4 687.195 0.134227 4 0.63142 1 0.2867 4.83333 3.71525 2.7931 3 0.00022565 4 88.6027 1 23.0396 0.46 1 0.48 2 0.476 0.52 2 0.54 1 0.524
10 5 687.195 0.100504 5 0.67674 1 0.285086 5 3.07055 3.04 3 6.561e-007 5 125.765 1 27.7476 0.48 1 0.48 1 0.48 0.52 1 0.52 1 0.52




Configuration X^C_rang_c=0.955_n=100_const=4
Run# NI F_found I_min NI_I_min I_max NI_I_max I_avg GR_early GR_avg GR_late NI_GE_late s_min NI_s_min s_max NI_s_max s_avg RR_min NI_RR_min RR_max NI_RR_max RR_avg Teta_min NI_Teta_min Teta_max NI_Teta_max Teta_avg
1 5 687.195 0.100518 5 0.668208 1 0.290762 4 2.92719 3 3 2.8565e-006 5 115.605 1 24.9301 0.53 1 0.55 3 0.54 0.45 3 0.47 1 0.46
